Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Rok;Jednostka miary;Wartosc;Atrybut;
"RYNEK PRACY";"DANE ARCHIWALNE";"Dojazdy do pracy (Wymiary: Dojazdy do pracy)";"liczba osób przyjeżdżających do pracy przypadająca na 1 osobę wyjeżdżającą do pracy";"";"";"2005";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Dojazdy do pracy (Wymiary: Dojazdy do pracy)";"liczba osób przyjeżdżających do pracy przypadająca na 1 osobę wyjeżdżającą do pracy";"";"";"2006";"osoba";2,75;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Dojazdy do pracy (Wymiary: Dojazdy do pracy)";"liczba osób przyjeżdżających do pracy przypadająca na 1 osobę wyjeżdżającą do pracy";"";"";"2007";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Dojazdy do pracy (Wymiary: Dojazdy do pracy)";"liczba osób przyjeżdżających do pracy przypadająca na 1 osobę wyjeżdżającą do pracy";"";"";"2008";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Dojazdy do pracy (Wymiary: Dojazdy do pracy)";"liczba osób przyjeżdżających do pracy przypadająca na 1 osobę wyjeżdżającą do pracy";"";"";"2009";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Dojazdy do pracy (Wymiary: Dojazdy do pracy)";"liczba osób przyjeżdżających do pracy przypadająca na 1 osobę wyjeżdżającą do pracy";"";"";"2010";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Dojazdy do pracy (Wymiary: Dojazdy do pracy)";"liczba osób przyjeżdżających do pracy przypadająca na 1 osobę wyjeżdżającą do pracy";"";"";"2011";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Dojazdy do pracy (Wymiary: Dojazdy do pracy)";"liczba osób przyjeżdżających do pracy przypadająca na 1 osobę wyjeżdżającą do pracy";"";"";"2012";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Dojazdy do pracy (Wymiary: Dojazdy do pracy)";"liczba osób przyjeżdżających do pracy przypadająca na 1 osobę wyjeżdżającą do pracy";"";"";"2013";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Dojazdy do pracy (Wymiary: Dojazdy do pracy)";"liczba osób przyjeżdżających do pracy przypadająca na 1 osobę wyjeżdżającą do pracy";"";"";"2014";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Dojazdy do pracy (Wymiary: Dojazdy do pracy)";"liczba osób przyjeżdżających do pracy przypadająca na 1 osobę wyjeżdżającą do pracy";"";"";"2015";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Dojazdy do pracy (Wymiary: Dojazdy do pracy)";"liczba osób przyjeżdżających do pracy przypadająca na 1 osobę wyjeżdżającą do pracy";"";"";"2016";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Dojazdy do pracy (Wymiary: Dojazdy do pracy)";"liczba osób przyjeżdżających do pracy przypadająca na 1 osobę wyjeżdżającą do pracy";"";"";"2017";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Dojazdy do pracy (Wymiary: Dojazdy do pracy)";"liczba osób przyjeżdżających do pracy przypadająca na 1 osobę wyjeżdżającą do pracy";"";"";"2018";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Dojazdy do pracy (Wymiary: Dojazdy do pracy)";"liczba osób przyjeżdżających do pracy przypadająca na 1 osobę wyjeżdżającą do pracy";"";"";"2019";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Dojazdy do pracy (Wymiary: Dojazdy do pracy)";"liczba osób przyjeżdżających do pracy przypadająca na 1 osobę wyjeżdżającą do pracy";"";"";"2020";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Dojazdy do pracy (Wymiary: Dojazdy do pracy)";"liczba osób przyjeżdżających do pracy przypadająca na 1 osobę wyjeżdżającą do pracy";"";"";"2021";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Dojazdy do pracy (Wymiary: Dojazdy do pracy)";"liczba osób przyjeżdżających do pracy przypadająca na 1 osobę wyjeżdżającą do pracy";"";"";"2022";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Dojazdy do pracy (Wymiary: Dojazdy do pracy)";"liczba osób przyjeżdżających do pracy przypadająca na 1 osobę wyjeżdżającą do pracy";"";"";"2023";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"1995";"osoba";82497;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"1996";"osoba";81427;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"1997";"osoba";79520;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"1998";"osoba";77667;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"1999";"osoba";71052;M;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2000";"osoba";63629;M;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2001";"osoba";62694;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2002";"osoba";59953;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2003";"osoba";57602;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2004";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2005";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2006";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2007";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2008";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2009";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2010";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2011";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2012";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2013";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2014";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2015";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2016";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2017";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2018";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2019";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2020";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2021";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2022";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"ogółem";"";"2023";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"1995";"osoba";48520;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"1996";"osoba";48195;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"1997";"osoba";47386;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"1998";"osoba";45866;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"1999";"osoba";40853;M;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2000";"osoba";36377;M;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2001";"osoba";35325;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2002";"osoba";34142;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2003";"osoba";33288;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2004";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2005";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2006";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2007";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2008";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2009";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2010";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2011";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2012";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2013";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2014";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2015";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2016";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2017";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2018";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2019";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2020";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2021";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2022";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"mężczyźni";"";"2023";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"1995";"osoba";33977;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"1996";"osoba";33232;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"1997";"osoba";32134;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"1998";"osoba";31801;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"1999";"osoba";30199;M;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2000";"osoba";27252;M;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2001";"osoba";27369;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2002";"osoba";25811;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2003";"osoba";24314;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2004";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2005";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2006";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2007";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2008";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2009";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2010";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2011";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2012";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2013";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2014";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2015";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2016";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2017";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2018";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2019";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2020";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2021";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2022";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"ogółem";"kobiety";"";"2023";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"1995";"osoba";228;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"1996";"osoba";241;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"1997";"osoba";260;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"1998";"osoba";277;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"1999";"osoba";234;M;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2000";"osoba";324;M;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2001";"osoba";316;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2002";"osoba";306;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2003";"osoba";247;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2004";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2005";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2006";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2007";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2008";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2009";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2010";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2011";"osoba";;;
